Vehicle Make Year,Vehicle Make,Vehicle Model,Claim Reg Date,Accident Place,Operation Assign Date,Portal_OtherAmt,Portal_PartProviderAmt,Portal_WorkShopAmt,Total
2020,HYUNDAI,ELANTRA,12/06/2024 3:00,Riyadh,14/06/2024 3:00,0,947,1000,1947
2023,Genesis,GV80,13/06/2024 3:00,Riyadh,14/06/2024 3:00,0,22628,3627,26255
2023,TOYOTA,HIGHLANDER,14/06/2024 3:00,Riyadh,14/06/2024 3:00,0,9043,2956,11999
2022,LEXUS,IS 250,13/06/2024 3:00,Riyadh,14/06/2024 3:00,0,25272,5600,30872
2018,MAZDA,Mazda 6,13/06/2024 3:00,Riyadh,14/06/2024 3:00,0,2738,800,3538
2016,NISSAN,PICKUP 2C,13/06/2024 3:00,Riyadh,14/06/2024 3:00,0,1687,400,2087
2020,TOYOTA,RUSH,13/06/2024 3:00,Riyadh,14/06/2024 3:00,0,805,1800,2605
2022,HYUNDAI,SANTA FE,09/06/2024 3:00,Riyadh,14/06/2024 3:00,0,7256,3000,10256
2024,KIA,Swent,13/06/2024 3:00,Riyadh,14/06/2024 3:00,0,12119,5000,17119
2023,KIA,Swent,13/06/2024 3:00,Riyadh,14/06/2024 3:00,0,0,1420,1420
2017,CHEVROLET,TAHOE,13/06/2024 3:00,Riyadh,14/06/2024 3:00,0,1702,800,2502
2024,FORD,TAURUS,13/06/2024 3:00,Riyadh,14/06/2024 3:00,0,18288,7692,25980
2022,FORD,TAURUS,13/06/2024 3:00,Riyadh,14/06/2024 3:00,0,7141,6500,13641
2020,VOLKSWAGEN,TIGUAN,18/01/2024 3:00,Riyadh,14/06/2024 3:00,0,0,5644,5644
2024,BMW,735 i,13/06/2024 3:00,Riyadh,15/06/2024 3:00,0,13146,8000,21146
2019,TOYOTA,CAMRY,14/06/2024 3:00,Riyadh,15/06/2024 3:00,0,3269,2000,5269
2022,TOYOTA,CAMRY,14/06/2024 3:00,Riyadh,15/06/2024 3:00,0,1969,3000,4969
2023,TOYOTA,CAMRY,14/06/2024 3:00,Riyadh,15/06/2024 3:00,0,2941,1000,3941
2022,GREAT WALL,jolion,24/04/2024 3:00,Riyadh,15/06/2024 3:00,0,0,5000,5000
2024,HYUNDAI,Kona,12/06/2024 3:00,Riyadh,15/06/2024 3:00,0,4045,2104,6149
2021,NISSAN,SUNNY,14/06/2024 3:00,Riyadh,15/06/2024 3:00,0,8364,3000,11364
2023,Cherry,TIGO,05/04/2023 3:00,Riyadh,15/06/2024 3:00,0,8479,3000,11479
2024,HYUNDAI,296 GTS,12/06/2024 3:00,Riyadh,16/06/2024 3:00,543,9781,2255,12579
2022,BMW,730 LI,11/06/2024 3:00,Riyadh,16/06/2024 3:00,0,586,9496,10082
2022,HYUNDAI,ACCENT,12/06/2024 3:00,Riyadh,16/06/2024 3:00,0,637,2800,3437
2021,HONDA,ACCORD,12/06/2024 3:00,Riyadh,16/06/2024 3:00,0,4918,4800,9718
2023,FORD,Bronco,12/06/2024 3:00,Riyadh,16/06/2024 3:00,0,6015,2800,8815
2022,TOYOTA,CAMRY,12/06/2024 3:00,Riyadh,16/06/2024 3:00,0,4266,5400,9666
2024,TOYOTA,CAMRY,15/06/2024 3:00,Riyadh,16/06/2024 3:00,0,7956,5500,13456
2018,CADILLAC,CT6,12/06/2024 3:00,Riyadh,16/06/2024 3:00,0,21055,5300,26355
2024,MAZDA,CX 90,15/06/2024 3:00,Riyadh,16/06/2024 3:00,0,0,2569,2569
2020,HAVAL,H6,15/06/2024 3:00,Riyadh,16/06/2024 3:00,0,0,3277,3277
2023,KIA,K8,12/06/2024 3:00,Riyadh,16/06/2024 3:00,0,8048,4500,12548
2024,NISSAN,KICKS,12/06/2024 3:00,Riyadh,16/06/2024 3:00,0,9990,3000,12990
2023,NISSAN,PATROL,12/06/2024 3:00,Riyadh,16/06/2024 3:00,0,14845,1750,16595
2023,DODGE,RAM 2C,14/06/2024 3:00,Riyadh,16/06/2024 3:00,0,27751,7500,35251
2023,KIA,SELTOS,12/06/2024 3:00,Riyadh,16/06/2024 3:00,0,394,1900,2294
2023,FORD,TAURUS,12/06/2024 3:00,Riyadh,16/06/2024 3:00,0,3657,5800,9457
2023,TOYOTA,YARIS,24/04/2024 3:00,Riyadh,16/06/2024 3:00,0,1530,1300,2830
2019,HYUNDAI,ACCENT,14/06/2024 3:00,Riyadh,17/06/2024 3:00,0,1964,2000,3964
2019,TOYOTA,CAMRY,16/06/2024 3:00,Riyadh,17/06/2024 3:00,0,867,200,1067
2021,HYUNDAI,Creta,14/06/2024 3:00,Riyadh,17/06/2024 3:00,0,4184,2564,6748
2024,HYUNDAI,Kona,16/06/2024 3:00,Riyadh,17/06/2024 3:00,627,19719,2830,23176
2022,ISUZU,PICKUP,30/01/2024 3:00,Riyadh,17/06/2024 3:00,0,10142,3500,13642
2023,KIA,SPORTAGE,14/06/2024 3:00,Riyadh,17/06/2024 3:00,0,7695,3000,10695
2023,HYUNDAI,ACCENT,17/06/2024 3:00,Riyadh,18/06/2024 3:00,0,899,1200,2099
2023,GEELY,COOLRAY,17/06/2024 3:00,Riyadh,18/06/2024 3:00,0,13984,4746,18730
2019,HYUNDAI,SONATA,17/06/2024 3:00,Riyadh,18/06/2024 3:00,0,1751,750,2501
2016,TOYOTA,CAMRY,02/07/2021 3:00,Riyadh,19/06/2024 3:00,0,0,1662,1662
2020,HYUNDAI,ELANTRA,25/12/2023 3:00,Riyadh,19/06/2024 3:00,0,4565,1130,5695
2022,MERCEDES,G63 AMG,30/03/2024 3:00,Riyadh,19/06/2024 3:00,0,0,14040,14040
2018,TOYOTA,INNOVA,18/06/2024 3:00,Riyadh,19/06/2024 3:00,0,4913,900,5813
2015,CHRYSLER,JEEP,31/12/2023 3:00,Riyadh,19/06/2024 3:00,0,0,5000,5000
2024,FORD,TAURUS,18/06/2024 3:00,Riyadh,19/06/2024 3:00,0,3264,5000,8264
2023,HYUNDAI,TUCSON,18/06/2024 3:00,Riyadh,19/06/2024 3:00,0,9271,5000,14271
2023,TOYOTA,CAMRY,19/06/2024 3:00,Riyadh,20/06/2024 3:00,0,17299,6500,23799
2024,TOYOTA,CAMRY,19/06/2024 3:00,Riyadh,20/06/2024 3:00,0,4106,3500,7606
2023,HYUNDAI,Creta,19/06/2024 3:00,Riyadh,20/06/2024 3:00,775,7661,3091,11527
2021,Changan,CS 75,12/06/2024 3:00,Riyadh,20/06/2024 3:00,0,0,3213.75,3213.75
2023,TOYOTA,FJ CRUISER,19/06/2024 3:00,Riyadh,20/06/2024 3:00,0,10532,7500,18032
2020,HYUNDAI,Genesis G80,02/02/2024 3:00,Riyadh,20/06/2024 3:00,0,0,15000,15000
2022,KIA,K5,19/06/2024 3:00,Riyadh,20/06/2024 3:00,0,14969,2750,17719
2024,KIA,PEGAS,18/06/2024 3:00,Riyadh,20/06/2024 3:00,0,4158,4500,8658
2020,MAZDA,SEDAN 6,20/06/2022 3:00,Riyadh,20/06/2024 3:00,500,1328,2000,3828
2020,HYUNDAI,SONATA,18/06/2024 3:00,Riyadh,20/06/2024 3:00,0,10081,4969,15050
2020,NISSAN,SUNNY,20/06/2024 3:00,Riyadh,20/06/2024 3:00,0,1097,3200,4297
2023,CHEVROLET,TAHOE,13/06/2024 3:00,Riyadh,20/06/2024 3:00,0,12870,7000,19870
2023,TOYOTA,CAMRY,20/06/2024 3:00,Riyadh,21/06/2024 3:00,0,26114,9070,35184
2021,TOYOTA,CAMRY,20/06/2024 3:00,Riyadh,21/06/2024 3:00,0,25084,6500,31584
2021,MAZDA,CX 30,21/06/2024 3:00,Riyadh,22/06/2024 3:00,0,15292,6000,21292
2025,Changan,EADO,20/06/2024 3:00,Riyadh,22/06/2024 3:00,0,8965,4800,13765
2023,MERCEDES,GLE43,21/06/2024 3:00,Riyadh,22/06/2024 3:00,0,0,25000,25000
2023,Genesis,GV90,20/06/2024 3:00,Riyadh,22/06/2024 3:00,0,0,3500,3500
2023,BMW,x3,21/06/2024 3:00,Riyadh,22/06/2024 3:00,0,5585,6037,11622
2023,MAZDA,6 High Plus,23/06/2024 3:00,Riyadh,23/06/2024 3:00,300,5152,2000,7452
2022,HYUNDAI,ACCENT,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,1380,1500,2880
2021,NISSAN,ALTIMA,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,11004,5500,16504
2021,TOYOTA,AVALON,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,30494,5280,35774
2021,HYUNDAI,AZERA,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,1954,2583,4537
2020,TOYOTA,CAMRY,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,3047,1600,4647
2019,TOYOTA,CAMRY,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,5761,2500,8261
2022,TOYOTA,CAMRY,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,2159,3600,5759
2022,TOYOTA,CAMRY,22/06/2024 3:00,Riyadh,23/06/2024 3:00,0,6741,4000,10741
2018,TOYOTA,CAMRY,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,2285,1000,3285
2020,TOYOTA,CAMRY,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,2959,2500,5459
2022,KIA,CERATO,13/06/2024 3:00,Riyadh,23/06/2024 3:00,0,1558,2600,4158
2024,MERCEDES,CLA-250,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,25766,27990,53756
2023,HYUNDAI,Creta,22/06/2024 3:00,Riyadh,23/06/2024 3:00,317,655,1309,2281
2019,MAZDA,CX 9,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,2264,1500,3764
2023,ISUZU,D-MAX,25/02/2024 3:00,Riyadh,23/06/2024 3:00,0,20592,6500,27092
2023,SUZUKI,Dzire,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,3586,3000,6586
2018,HYUNDAI,ELANTRA,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,1962,2500,4462
2023,HYUNDAI,ELANTRA,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,24978,7217,32195
2023,HYUNDAI,ELANTRA,02/06/2024 3:00,Riyadh,23/06/2024 3:00,0,10100,2200,12300
2020,HYUNDAI,ELANTRA,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,5610,2500,8110
2020,HYUNDAI,ELANTRA,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,3218,2500,5718
2024,HYUNDAI,ELANTRA,22/06/2024 3:00,Riyadh,23/06/2024 3:00,0,7014,3000,10014
2022,LEXUS,ES,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,12489,9920,22409
2022,TOYOTA,FORTUNER,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,9495,2000,11495
2022,TOYOTA,HIACE,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,10353,5500,15853
2023,RANGE ROVER,JEEP,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,18372,12000,30372
2020,MAZDA,Mazda 6,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,843,350,1193
2023,NISSAN,PATROL,22/06/2024 3:00,Riyadh,23/06/2024 3:00,0,8802,4400,13202
2023,TOYOTA,PRADO,22/06/2024 3:00,Riyadh,23/06/2024 3:00,0,5932,2000,7932
2024,TOYOTA,RAV4,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,2329,3000,5329
2023,TOYOTA,RAV4,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,7461,5000,12461
2020,HYUNDAI,SANTA FE,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,3364,2500,5864
2021,HYUNDAI,SANTA FE,22/06/2024 3:00,Riyadh,23/06/2024 3:00,442,4503,1045,5990
2024,HYUNDAI,SONATA,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,14163,4472,18635
2022,HYUNDAI,SONATA,22/06/2024 3:00,Riyadh,23/06/2024 3:00,0,1088,2202,3290
2024,KIA,SPORTAGE,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,1590,1900,3490
2024,KIA,SPORTAGE,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,10712,2500,13212
2020,CHEVROLET,TAHOE,21/06/2024 3:00,Riyadh,23/06/2024 3:00,0,2013,100,2113
2016,FORD,TAURUS,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,0,12000,12000
2022,GMC,TERRAIN,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,14109,5000,19109
2023,HYUNDAI,TUCSON,23/06/2024 3:00,Riyadh,23/06/2024 3:00,179,4103,2037,6319
2023,HYUNDAI,TUCSON,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,6403,4000,10403
2023,BUS,UNI-K,23/06/2024 3:00,Riyadh,23/06/2024 3:00,0,2422,5500,7922
2024,Jetour,X70,22/06/2024 3:00,Riyadh,23/06/2024 3:00,0,9712,4800,14512
2023,NISSAN,X-TRAIL,22/06/2024 3:00,Riyadh,23/06/2024 3:00,0,11493,7500,18993
2023,PEUGEOT,2008,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,8772,2800,11572
2023,MAZDA,6 High Plus,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,1294,2000,3294
2023,GMC,ACADIA,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,8165,3300,11465
2021,HONDA,ACCORD,29/04/2024 3:00,Riyadh,24/06/2024 3:00,0,8725,6000,14725
2024,TOYOTA,CAMRY,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,15221,4500,19721
2017,TOYOTA,CAMRY,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,9000,2000,11000
2024,TOYOTA,CAMRY,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,12531,4400,16931
2021,TOYOTA,CAMRY,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,7484,3600,11084
2022,TOYOTA,CAMRY,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,20995,7000,27995
2022,TOYOTA,CAMRY,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,28836,3500,32336
2022,HONDA,CITY,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,4093,5000,9093
2022,TOYOTA,COROLLA,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,3679,2600,6279
2020,TOYOTA,COROLLA,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,4028,2800,6828
2020,TOYOTA,COROLLA,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,4323,2500,6823
2021,Changan,CS 95,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,8250,1600,9850
2021,MAZDA,CX 30,20/06/2024 3:00,Riyadh,24/06/2024 3:00,0,0,5446,5446
2022,SUZUKI,Dzire,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,2723,4500,7223
2022,SUZUKI,Dzire,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,1845,3750,5595
2023,SUZUKI,Dzire,02/01/2024 3:00,Riyadh,24/06/2024 3:00,0,3495,2500,5995
2023,SUZUKI,Dzire,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,3804,3400,7204
2024,SUZUKI,Dzire,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,3921,1500,5421
2022,HYUNDAI,ELANTRA,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,2595,2142,4737
2023,HYUNDAI,ELANTRA,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,2615,2584,5199
2023,LEXUS,ES 250,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,250,4950,5200
2022,FORD,F150,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,25499,4300,29799
2023,GAC,GS3,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,2443,1500,3943
2021,TOYOTA,GXR,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,1111,2600,3711
2021,FAW,Hongqi H5,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,0,3261,3261
2018,LEXUS,IS 250,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,0,10000,10000
2024,HYUNDAI,Kona,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,12097,1939,14036
2023,PEUGEOT,PARTNER,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,7325,3375,10700
2023,KIA,PEGAS,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,7969,5000,12969
2023,TOYOTA,RAV4,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,2702,2492,5194
2018,TOYOTA,RAV4,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,3302,850,4152
2024,MAZDA,SEDAN 3,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,0,4000,4000
2021,NISSAN,SUNNY,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,5583,2500,8083
2023,FORD,Territory,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,1645,5460,7105
2023,FORD,Torus,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,4683,4500,9183
2024,GEELY,TUGELLA,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,9452,3800,13252
2022,PEUGEOT,Wagon,23/06/2024 3:00,Riyadh,24/06/2024 3:00,0,2950,2600,5550
2021,MITSUBISHI,Xpander,31/03/2024 3:00,Riyadh,24/06/2024 3:00,0,0,5000,5000
2023,TOYOTA,YARIS,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,1973,1400,3373
2024,TOYOTA,YARIS,24/06/2024 3:00,Riyadh,24/06/2024 3:00,0,4511,1500,6011
2022,MAZDA,6 High Plus,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,1206,2200,3406
2019,HYUNDAI,ACCENT,25/06/2024 3:00,Riyadh,25/06/2024 3:00,0,2057,2100,4157
2019,HYUNDAI,ACCENT,25/06/2024 3:00,Riyadh,25/06/2024 3:00,0,1973,2100,4073
2020,HYUNDAI,ACCENT,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,12902,5000,17902
2022,HYUNDAI,ACCENT,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,6392,2716,9108
2023,HYUNDAI,ACCENT,25/06/2024 3:00,Riyadh,25/06/2024 3:00,785,6633,2992,10410
2022,HONDA,ACCORD,22/06/2024 3:00,Riyadh,25/06/2024 3:00,0,18527,3000,21527
2021,NISSAN,ALTIMA,25/06/2024 3:00,Riyadh,25/06/2024 3:00,0,1864,4300,6164
2018,TOYOTA,CAMRY,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,0,1000,1000
2024,GEELY,COOLRAY,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,6262,4209,10471
2022,TOYOTA,COROLLA,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,4381,2000,6381
2023,ISUZU,D-MAX,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,441,2000,2441
2023,HYUNDAI,ELANTRA,24/06/2024 3:00,Riyadh,25/06/2024 3:00,558,10664,2750,13972
2019,FORD,EXPIDITION,23/06/2024 3:00,Riyadh,25/06/2024 3:00,0,2055,1500,3555
2015,JEEP,GRAND CHEROKEE,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,0,4692,4692
2022,TOYOTA,HIACE,25/06/2024 3:00,Riyadh,25/06/2024 3:00,0,20715,3000,23715
2022,TOYOTA,HIACE,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,5390,5500,10890
2023,BMW,I 850,25/06/2024 3:00,Riyadh,25/06/2024 3:00,0,6060,2200,8260
2023,HYUNDAI,Kona,25/06/2024 3:00,Riyadh,25/06/2024 3:00,0,7274,3916,11190
2024,HYUNDAI,Kona,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,6590,2500,9090
2022,TOYOTA,LANDCRUSIR,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,7769,3436,11205
2020,MAZDA,Mazda 6,25/06/2024 3:00,Riyadh,25/06/2024 3:00,0,3798,2800,6598
2023,ISUZU,NQR,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,4372,2000,6372
2023,TOYOTA,PICKUP 2C,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,6405,2500,8905
2023,TOYOTA,RAIZE,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,6438,3600,10038
2024,KIA,SELTOS,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,4894,4500,9394
2020,NISSAN,SUNNY,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,2625,2300,4925
2022,NISSAN,SUNNY,25/06/2024 3:00,Riyadh,25/06/2024 3:00,0,1844,3000,4844
2024,JMC,Vigus,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,25,1200,1225
2024,TOYOTA,YARIS,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,3230,3046,6276
2023,TOYOTA,YARIS,24/06/2024 3:00,Riyadh,25/06/2024 3:00,0,3182,3200,6382
2023,MAZDA,6 High Plus,24/06/2024 3:00,Riyadh,26/06/2024 3:00,0,6635,4500,11135
2024,HYUNDAI,ACCENT,25/06/2024 3:00,Riyadh,26/06/2024 3:00,424,1889,979,3292
2024,HYUNDAI,ACCENT,25/06/2024 3:00,Riyadh,26/06/2024 3:00,794,2640,3010,6444
2020,HONDA,ACCORD,26/06/2024 3:00,Riyadh,26/06/2024 3:00,0,7287,3200,10487
2021,TOYOTA,AVALON,26/06/2024 3:00,Riyadh,26/06/2024 3:00,0,15839,6900,22739
2024,HYUNDAI,AZERA,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,3331,1381,4712
2017,KIA,CADENZA,03/01/2022 3:00,Riyadh,26/06/2024 3:00,637,3522,2100,6259
2023,TOYOTA,CAMRY,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,17586,3000,20586
2020,TOYOTA,CAMRY,26/06/2024 3:00,Riyadh,26/06/2024 3:00,0,10950,3000,13950
2022,TOYOTA,CAMRY,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,2506,3646,6152
2021,TOYOTA,CAMRY,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,2209,2500,4709
2024,TOYOTA,CAMRY,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,10329,8000,18329
2022,TOYOTA,CAMRY,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,9482,4700,14182
2024,TOYOTA,CAMRY,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,6493,3500,9993
2024,TOYOTA,CAMRY,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,10980,3000,13980
2022,GEELY,COOLRAY,24/06/2024 3:00,Riyadh,26/06/2024 3:00,0,12324,3214,15538
2024,TOYOTA,COROLLA,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,1342,1000,2342
2024,HYUNDAI,Creta,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,1165,500,1665
2021,HYUNDAI,Creta,25/06/2024 3:00,Riyadh,26/06/2024 3:00,605,3568,2497,6670
2017,HYUNDAI,Creta,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,2137,2200,4337
2024,MAZDA,CX 30,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,4544,3400,7944
2023,HYUNDAI,ELANTRA,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,17587,3300,20887
2023,HYUNDAI,ELANTRA,26/06/2024 3:00,Riyadh,26/06/2024 3:00,0,1749,1500,3249
2020,HYUNDAI,ELANTRA,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,1211,1500,2711
2021,LEXUS,ES 350,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,3718,6000,9718
2022,PEUGEOT,Expert,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,3375,3143,6518
2020,TOYOTA,FORTUNER,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,1604,1700,3304
2021,HYUNDAI,Genesis G80,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,6797,829,7626
2022,TOYOTA,H1ACE,26/06/2024 3:00,Riyadh,26/06/2024 3:00,0,4802,6000,10802
2023,SHACMAN,Head 420,28/04/2024 3:00,Riyadh,26/06/2024 3:00,0,13639,4000,17639
2024,HYUNDAI,I 10,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,2220,2000,4220
2021,CHEVROLET,Malebu,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,4307,3000,7307
2021,CHEVROLET,Malebu,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,4397,3269,7666
2021,CHEVROLET,MALIBU,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,1039,300,1339
2023,ISUZU,NPR1,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,8317,8500,16817
2023,ISUZU,NPR1,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,2559,15800,18359
2023,NISSAN,PATROL,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,29689,4000,33689
2020,KIA,PEGAS,26/06/2024 3:00,Riyadh,26/06/2024 3:00,0,704,500,1204
2023,HYUNDAI,SANTA FE,25/06/2024 3:00,Riyadh,26/06/2024 3:00,656,5857,1496,8009
2024,KIA,SELTOS,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,3822,2000,5822
2020,NISSAN,Sentra,24/06/2024 3:00,Riyadh,26/06/2024 3:00,0,1268,1700,2968
2016,GMC,SIERRA,26/06/2024 3:00,Riyadh,26/06/2024 3:00,0,9756,2500,12256
2020,HYUNDAI,SONATA,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,4657,3042,7699
2023,HYUNDAI,SONATA,25/06/2024 3:00,Riyadh,26/06/2024 3:00,952,17565,5976,24493
2023,KIA,SPORTAGE,23/06/2024 3:00,Riyadh,26/06/2024 3:00,0,1346,1900,3246
2023,NISSAN,SUNNY,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,2497,5600,8097
2024,FORD,Territory,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,4296,5500,9796
2021,HYUNDAI,TUCSON,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,5108,2966,8074
2023,HYUNDAI,TUCSON,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,799,858,1657
2021,NISSAN,URVAN,26/06/2024 3:00,Riyadh,26/06/2024 3:00,0,4432,2000,6432
2021,NISSAN,X-TRAIL,25/06/2024 3:00,Riyadh,26/06/2024 3:00,0,5929,5000,10929
2023,TOYOTA,YARIS,26/06/2024 3:00,Riyadh,26/06/2024 3:00,0,8101,3000,11101
2023,CHERY,Arrizo 6,10/02/2024 3:00,Riyadh,27/06/2024 3:00,0,0,5700,5700
2021,HYUNDAI,AZERA,27/06/2024 3:00,Riyadh,27/06/2024 3:00,0,20260,5232,25492
2022,TOYOTA,CAMRY,25/06/2024 3:00,Riyadh,27/06/2024 3:00,0,5504,3000,8504
2023,TOYOTA,CAMRY,26/06/2024 3:00,Riyadh,27/06/2024 3:00,0,16188,6500,22688
2023,HYUNDAI,ELANTRA,25/06/2024 3:00,Riyadh,27/06/2024 3:00,500,2703,2097,5300
2023,HYUNDAI,ELANTRA,25/06/2024 3:00,Riyadh,27/06/2024 3:00,575,1296,1001,2872
2022,HYUNDAI,ELANTRA,25/06/2024 3:00,Riyadh,27/06/2024 3:00,0,1855,1545,3400
2023,HYUNDAI,ELANTRA,27/06/2024 3:00,Riyadh,27/06/2024 3:00,0,5061,3500,8561
2022,FORD,EXPLORER,25/06/2024 3:00,Riyadh,27/06/2024 3:00,0,3956,3200,7156
2022,FORD,EXPLORER,25/06/2024 3:00,Riyadh,27/06/2024 3:00,0,2806,3000,5806
