,Vehicle Make Year,Vehicle Make,Vehicle Model,Claim Reg Date,Accident Place,Operation Assign Date,Portal_OtherAmt,Portal_PartProviderAmt,Portal_WorkShopAmt,Total,TimeDifference,Other_Amt_Class,WorkShop_Amt_Class,Time_Diff_Class,PartProvider_Amt_Class,Total_Class
12246,2019,TOYOTA,CAMRY,2024-01-02,Riyadh,2024-03-13,0,1259.0,1000.0,2259.0,71,Class 1,Class 2,Class 3,Class 2,Class 2
12247,2020,TOYOTA,CAMRY,2024-03-01,Riyadh,2024-03-13,812,4005.0,1994.0,6811.0,12,Class 2,Class 2,Class 2,Class 2,Class 2
12248,2020,TOYOTA,COROLLA,2024-03-12,Riyadh,2024-03-13,0,2646.0,2000.0,4646.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12249,2023,MAZDA,CX 5,2024-03-12,Riyadh,2024-03-13,0,943.0,1500.0,2443.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12250,2014,MAZDA,CX 9,2024-03-12,Riyadh,2024-03-13,0,0.0,5000.0,5000.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
12251,2023,SUZUKI,Dzire,2024-03-13,Riyadh,2024-03-13,0,3792.0,2100.0,5892.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12252,2023,FORD,E150,2024-03-12,Riyadh,2024-03-13,0,140.0,2300.0,2440.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12253,2023,HYUNDAI,ELANTRA,2024-03-12,Riyadh,2024-03-13,510,1667.0,1430.0,3607.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12254,2020,HYUNDAI,ELANTRA,2024-03-13,Riyadh,2024-03-13,0,2074.0,1800.0,3874.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12255,2023,HYUNDAI,ELANTRA,2024-03-12,Riyadh,2024-03-13,0,4022.0,1700.0,5722.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12256,2024,HYUNDAI,ELANTRA,2024-03-12,Riyadh,2024-03-13,441,5768.0,1749.0,7958.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12257,2023,TOYOTA,FORTUNER,2024-03-12,Riyadh,2024-03-13,870,4773.0,1982.0,7625.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12258,2020,TOYOTA,FORTUNER,2024-03-12,Riyadh,2024-03-13,641,1865.0,1097.0,3603.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12259,2022,TOYOTA,INNOVA,2024-03-12,Riyadh,2024-03-13,0,4632.0,3938.0,8570.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12260,2023,TOYOTA,Liteace,2024-03-12,Riyadh,2024-03-13,584,2438.0,2902.0,5924.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12261,2023,ISUZU,NPR,2024-03-12,Riyadh,2024-03-13,0,25504.0,6000.0,31504.0,1,Class 1,Class 2,Class 2,Class 3,Class 2
12262,2022,ISUZU,NQR,2024-03-12,Riyadh,2024-03-13,0,5643.0,2500.0,8143.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12263,2022,ISUZU,NQR,2024-03-12,Riyadh,2024-03-13,0,26127.0,4000.0,30127.0,1,Class 1,Class 2,Class 2,Class 3,Class 2
12264,2023,NISSAN,Patrol Wagon,2024-03-11,Riyadh,2024-03-13,0,2400.0,3500.0,5900.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
12265,2023,ISUZU,PICKUP 1C,2024-03-12,Riyadh,2024-03-13,0,1450.0,2515.0,3965.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12266,2022,ISUZU,PICKUP 1C,2024-03-12,Riyadh,2024-03-13,0,1923.0,3500.0,5423.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12267,2022,TOYOTA,PICKUP 1C,2024-03-13,Riyadh,2024-03-13,1202,16091.0,9864.0,27157.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
12268,2021,MITSUBISHI,PICKUP 2C,2024-03-12,Riyadh,2024-03-13,0,10377.0,1800.0,12177.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12269,2022,TOYOTA,PRADO,2024-03-12,Riyadh,2024-03-13,973,12621.0,2584.0,16178.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12270,2021,TOYOTA,PRADO,2024-03-12,Riyadh,2024-03-13,572,3006.0,1593.0,5171.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12271,2023,TOYOTA,RAV4,2024-03-12,Riyadh,2024-03-13,778,2839.0,2387.0,6004.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12272,2023,HYUNDAI,SANTA FE,2024-03-12,Riyadh,2024-03-13,785,2968.0,2713.0,6466.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12273,2019,HYUNDAI,SANTA FE,2024-03-13,Riyadh,2024-03-13,0,1219.0,1100.0,2319.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12274,2023,HYUNDAI,SONATA,2024-03-12,Riyadh,2024-03-13,740,6517.0,3333.0,10590.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12275,2022,HYUNDAI,SONATA,2024-03-13,Riyadh,2024-03-13,2433,22114.0,5900.0,30447.0,0,Class 3,Class 2,Class 1,Class 2,Class 2
12276,2015,KIA,SPORTAGE,2024-03-12,Riyadh,2024-03-13,0,0.0,1500.0,1500.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
12277,2020,NISSAN,SUNNY,2024-03-12,Riyadh,2024-03-13,761,4182.0,1870.0,6813.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12278,2020,FORD,TAURUS,2024-03-12,Riyadh,2024-03-13,0,6691.0,2500.0,9191.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12279,2023,FORD,TAURUS,2024-02-29,Riyadh,2024-03-13,1320,3273.0,2000.0,6593.0,13,Class 2,Class 2,Class 2,Class 2,Class 2
12280,2022,FORD,TAURUS,2024-02-25,Riyadh,2024-03-13,0,4763.0,4500.0,9263.0,17,Class 1,Class 2,Class 3,Class 2,Class 2
12281,2023,HYUNDAI,TUCSON,2024-03-05,Riyadh,2024-03-13,490,2582.0,1628.0,4700.0,8,Class 2,Class 2,Class 2,Class 2,Class 2
12282,2023,HYUNDAI,TUCSON,2024-03-12,Riyadh,2024-03-13,501,2657.0,1001.0,4159.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12283,2023,HYUNDAI,TUCSON,2024-03-12,Riyadh,2024-03-13,602,2439.0,1793.0,4834.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12284,2023,HYUNDAI,TUCSON,2024-03-13,Riyadh,2024-03-13,499,2560.0,1150.0,4209.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
12285,2023,HYUNDAI,TUCSON,2024-03-12,Riyadh,2024-03-13,530,8701.0,2225.0,11456.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12286,2022,HYUNDAI,TUCSON,2024-03-11,Riyadh,2024-03-13,470,2861.0,1199.0,4530.0,2,Class 2,Class 2,Class 2,Class 2,Class 2
12287,2022,BMW,X2,2024-03-12,Riyadh,2024-03-13,0,6003.0,14000.0,20003.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12288,2023,TOYOTA,YARIS,2024-03-12,Riyadh,2024-03-13,0,788.0,2200.0,2988.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12289,2021,MG,ZS,2024-03-12,Riyadh,2024-03-13,0,3274.0,1200.0,4474.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12290,2024,MAZDA,6 High Plus,2024-03-14,Riyadh,2024-03-14,0,1870.0,2000.0,3870.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12291,2023,HYUNDAI,ACCENT,2024-03-14,Riyadh,2024-03-14,402,294.0,913.0,1609.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
12292,2023,HYUNDAI,ACCENT,2024-03-14,Riyadh,2024-03-14,286,835.0,638.0,1759.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
12293,2024,HYUNDAI,ACCENT,2024-03-13,Riyadh,2024-03-14,0,5201.0,2800.0,8001.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12294,2023,HYUNDAI,ACCENT,2024-03-13,Riyadh,2024-03-14,412,1101.0,1485.0,2998.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12295,2019,HYUNDAI,ACCENT,2024-03-03,Riyadh,2024-03-14,0,2408.0,1800.0,4208.0,11,Class 1,Class 2,Class 2,Class 2,Class 2
12296,2019,HYUNDAI,ACCENT,2024-03-14,Riyadh,2024-03-14,0,814.0,600.0,1414.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12297,2021,GEELY,AZKARRA,2024-03-13,Riyadh,2024-03-14,581,4750.0,1485.0,6816.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12298,2023,TOYOTA,CAMRY,2024-03-13,Riyadh,2024-03-14,0,0.0,3127.0,3127.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
12299,2019,TOYOTA,CAMRY,2024-03-13,Riyadh,2024-03-14,0,0.0,2500.0,2500.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
12300,2020,TOYOTA,CAMRY,2024-03-13,Riyadh,2024-03-14,936,3469.0,2784.0,7189.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12301,2019,TOYOTA,CAMRY,2024-02-27,Riyadh,2024-03-14,0,11773.0,2652.0,14425.0,16,Class 1,Class 2,Class 3,Class 2,Class 2
12302,2020,DODGE,CHARGER,2024-03-13,Riyadh,2024-03-14,0,1908.0,2000.0,3908.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12303,2022,TOYOTA,COROLLA,2024-03-14,Riyadh,2024-03-14,1627,17197.0,7068.0,25892.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
12304,2020,TOYOTA,COROLLA,2024-03-13,Riyadh,2024-03-14,0,1956.0,2300.0,4256.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12305,2024,HYUNDAI,Creta,2024-03-12,Riyadh,2024-03-14,763,2872.0,2398.0,6033.0,2,Class 2,Class 2,Class 2,Class 2,Class 2
12306,2023,HYUNDAI,Creta,2024-02-29,Riyadh,2024-03-14,905,5869.0,2299.0,9073.0,14,Class 2,Class 2,Class 2,Class 2,Class 2
12307,2023,HYUNDAI,Creta,2024-03-13,Riyadh,2024-03-14,1007,9813.0,2156.0,12976.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12308,2019,MAZDA,CX 5,2024-03-13,Riyadh,2024-03-14,0,2021.0,2000.0,4021.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12309,2019,HYUNDAI,ELANTRA,2024-02-15,Riyadh,2024-03-14,0,11779.0,2500.0,14279.0,28,Class 1,Class 2,Class 3,Class 2,Class 2
12310,2019,HYUNDAI,ELANTRA,2024-03-14,Riyadh,2024-03-14,0,1771.0,1200.0,2971.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12311,2020,HYUNDAI,ELANTRA,2024-03-05,Riyadh,2024-03-14,0,4952.0,1900.0,6852.0,9,Class 1,Class 2,Class 2,Class 2,Class 2
12312,2021,HYUNDAI,ELANTRA,2024-03-13,Riyadh,2024-03-14,680,4400.0,3179.0,8259.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12313,2020,FORD,EXPIDITION,2024-03-14,Riyadh,2024-03-14,0,2537.0,400.0,2937.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12314,2022,TOYOTA,FORTUNER,2024-01-14,Riyadh,2024-03-14,881,6755.0,2029.0,9665.0,60,Class 2,Class 2,Class 3,Class 2,Class 2
12315,2018,HYUNDAI,Genesis G80,2024-02-28,Riyadh,2024-03-14,0,17000.0,3000.0,20000.0,15,Class 1,Class 2,Class 3,Class 2,Class 2
12316,2022,GAC,GS8,2024-03-12,Riyadh,2024-03-14,300,3272.0,2000.0,5572.0,2,Class 2,Class 2,Class 2,Class 2,Class 2
12317,2021,TOYOTA,GXR,2024-03-14,Riyadh,2024-03-14,0,6847.0,1000.0,7847.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12318,2021,TOYOTA,HIGHLANDER,2024-03-13,Riyadh,2024-03-14,0,267.0,1500.0,1767.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12319,2022,KIA,K5,2024-03-13,Riyadh,2024-03-14,0,12000.0,3000.0,15000.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12320,2023,TOYOTA,LAND CRUISER,2024-03-13,Riyadh,2024-03-14,0,3890.0,1675.0,5565.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12321,2023,ISUZU,NPR,2024-02-06,Riyadh,2024-03-14,0,294.0,1900.0,2194.0,37,Class 1,Class 2,Class 3,Class 2,Class 2
12322,2023,NISSAN,PATROL,2024-03-12,Riyadh,2024-03-14,0,11182.0,7463.0,18645.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
12323,2022,ISUZU,PICKUP 1C,2024-03-13,Riyadh,2024-03-14,0,2181.0,2000.0,4181.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12324,2019,TOYOTA,RAV4,2024-02-05,Riyadh,2024-03-14,0,8049.0,1800.0,9849.0,38,Class 1,Class 2,Class 3,Class 2,Class 2
12325,2021,TOYOTA,RAV4,2024-03-13,Riyadh,2024-03-14,465,2127.0,1545.0,4137.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12326,2023,TOYOTA,RUSH,2024-03-13,Riyadh,2024-03-14,682,5086.0,2692.0,8460.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12327,2018,HYUNDAI,SONATA,2024-03-14,Riyadh,2024-03-14,0,3139.0,1652.0,4791.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12328,2024,KIA,SPORTAGE,2024-03-13,Riyadh,2024-03-14,0,7179.0,2000.0,9179.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12329,2023,CHEVROLET,TAHOE,2024-03-13,Riyadh,2024-03-14,0,3070.0,1100.0,4170.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12330,2022,CHEVROLET,TAHOE,2024-03-13,Riyadh,2024-03-14,0,7345.0,2500.0,9845.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12331,2023,FORD,TAURUS,2024-02-11,Riyadh,2024-03-14,0,37346.0,4000.0,41346.0,32,Class 1,Class 2,Class 3,Class 3,Class 2
12332,2019,HYUNDAI,TUCSON,2024-03-13,Riyadh,2024-03-14,0,1751.0,2000.0,3751.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12333,2016,HYUNDAI,TUCSON,2024-03-13,Riyadh,2024-03-14,0,0.0,5000.0,5000.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
12334,2023,HYUNDAI,TUCSON,2024-03-12,Riyadh,2024-03-14,605,4397.0,1331.0,6333.0,2,Class 2,Class 2,Class 2,Class 2,Class 2
12335,2023,RENAULT,VAN,2024-03-13,Riyadh,2024-03-14,0,10000.0,2800.0,12800.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12336,2023,Jetour,x90,2024-03-13,Riyadh,2024-03-14,0,0.0,10000.0,10000.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
12337,2022,TOYOTA,YARIS,2024-03-13,Riyadh,2024-03-14,1081,6747.0,2466.0,10294.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12338,2023,TOYOTA,YARIS,2024-03-13,Riyadh,2024-03-14,0,6831.0,2800.0,9631.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12339,2019,HYUNDAI,ELANTRA,2024-02-20,Riyadh,2024-03-15,0,4472.0,1500.0,5972.0,24,Class 1,Class 2,Class 3,Class 2,Class 2
12340,2022,HONDA,ACCORD,2024-03-15,Riyadh,2024-03-16,0,8524.0,4500.0,13024.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12341,2023,TOYOTA,CAMRY,2024-03-14,Riyadh,2024-03-16,0,1490.0,1500.0,2990.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
12342,2022,KIA,CARNIVAL,2024-03-14,Riyadh,2024-03-16,0,7057.0,4000.0,11057.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
12343,2024,TOYOTA,COROLLA,2024-01-18,Riyadh,2024-03-16,0,10572.0,8476.0,19048.0,58,Class 1,Class 2,Class 3,Class 2,Class 2
12344,2023,HYUNDAI,Creta,2024-03-14,Riyadh,2024-03-16,0,1734.0,900.0,2634.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
12345,2023,HYUNDAI,Creta,2024-03-13,Riyadh,2024-03-16,1341,5101.0,1925.0,8367.0,3,Class 2,Class 2,Class 2,Class 2,Class 2
12346,2023,HYUNDAI,Creta,2024-03-14,Riyadh,2024-03-16,332,909.0,1155.0,2396.0,2,Class 2,Class 2,Class 2,Class 2,Class 2
12347,2022,Changan,CS 85,2024-03-14,Riyadh,2024-03-16,0,0.0,7500.0,7500.0,2,Class 1,Class 2,Class 2,Class 1,Class 2
12348,2023,SUZUKI,Dzire,2024-03-03,Riyadh,2024-03-16,0,7764.0,2200.0,9964.0,13,Class 1,Class 2,Class 2,Class 2,Class 2
12349,2020,HYUNDAI,ELANTRA,2024-03-15,Riyadh,2024-03-16,0,2539.0,1500.0,4039.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12350,2023,LEXUS,ES,2024-03-15,Riyadh,2024-03-16,0,0.0,4817.0,4817.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
12351,2021,GAC,GS8,2024-03-14,Riyadh,2024-03-16,0,4754.0,2300.0,7054.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
12352,2023,CHERY,Jetour X90,2024-03-16,Riyadh,2024-03-16,0,7993.0,2500.0,10493.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12353,2023,KIA,K5,2024-03-15,Riyadh,2024-03-16,0,1008.0,2500.0,3508.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12354,2021,KIA,K5,2024-03-14,Riyadh,2024-03-16,0,13440.0,4000.0,17440.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
12355,2023,ISUZU,NPR,2024-03-02,Riyadh,2024-03-16,0,339.0,2869.0,3208.0,14,Class 1,Class 2,Class 2,Class 2,Class 2
12356,2023,HYUNDAI,palisade,2024-03-14,Riyadh,2024-03-16,1085,15540.0,4246.0,20871.0,2,Class 2,Class 2,Class 2,Class 2,Class 2
12357,2023,NISSAN,PATROL,2024-02-19,Riyadh,2024-03-16,0,6118.0,2000.0,8118.0,26,Class 1,Class 2,Class 3,Class 2,Class 2
12358,2021,KIA,PEGAS,2024-03-16,Riyadh,2024-03-16,0,3760.0,4000.0,7760.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12359,2020,KIA,PEGAS,2024-03-15,Riyadh,2024-03-16,0,1994.0,2500.0,4494.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12360,2023,ISUZU,PICKUP 1C,2024-03-15,Riyadh,2024-03-16,0,3199.0,1500.0,4699.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12361,2023,TOYOTA,RUSH,2024-03-14,Riyadh,2024-03-16,0,2073.0,2000.0,4073.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
12362,2023,TOYOTA,Rush 800,2024-03-14,Riyadh,2024-03-16,0,4677.0,2000.0,6677.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
12363,2016,HYUNDAI,SANTA FE,2024-03-14,Riyadh,2024-03-16,592,7652.0,1969.0,10213.0,2,Class 2,Class 2,Class 2,Class 2,Class 2
12364,2023,HYUNDAI,SANTA FE,2024-03-14,Riyadh,2024-03-16,468,16289.0,3059.0,19816.0,2,Class 2,Class 2,Class 2,Class 2,Class 2
12365,2024,KIA,SPORTAGE,2024-03-15,Riyadh,2024-03-16,0,4108.0,2500.0,6608.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12366,2022,NISSAN,SUNNY,2024-02-29,Riyadh,2024-03-16,0,2609.0,3000.0,5609.0,16,Class 1,Class 2,Class 3,Class 2,Class 2
12367,2022,FORD,TAURUS,2024-03-15,Riyadh,2024-03-16,0,4138.0,4700.0,8838.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12368,2023,FORD,TAURUS,2024-02-29,Riyadh,2024-03-16,0,4712.0,2500.0,7212.0,16,Class 1,Class 2,Class 3,Class 2,Class 2
12369,2023,FORD,TAURUS,2024-03-15,Riyadh,2024-03-16,0,1621.0,3500.0,5121.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12370,2023,FORD,TAURUS,2024-03-14,Riyadh,2024-03-16,0,3952.0,4180.0,8132.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
12371,2022,HYUNDAI,TUCSON,2024-03-14,Riyadh,2024-03-16,637,6142.0,1851.0,8630.0,2,Class 2,Class 2,Class 2,Class 2,Class 2
12372,2023,HYUNDAI,TUCSON,2024-03-03,Riyadh,2024-03-16,379,8026.0,1155.0,9560.0,13,Class 2,Class 2,Class 2,Class 2,Class 2
12373,2022,GEELY,TUGELLA,2024-03-15,Riyadh,2024-03-16,484,15852.0,3204.0,19540.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12374,2024,BUS,UNI-K,2024-03-14,Riyadh,2024-03-16,0,6726.0,3000.0,9726.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
12375,2024,BUS,UNI-V,2024-03-14,Riyadh,2024-03-16,0,5997.0,2300.0,8297.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
12376,2024,TOYOTA,YARIS,2024-02-28,Riyadh,2024-03-16,0,4643.0,4000.0,8643.0,17,Class 1,Class 2,Class 3,Class 2,Class 2
12377,2023,TOYOTA,YARIS,2024-03-15,Riyadh,2024-03-16,662,9176.0,1770.0,11608.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12378,2021,GMC,YUKON,2024-03-14,Riyadh,2024-03-16,0,22447.0,4000.0,26447.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
12379,2024,MAZDA,6 High Plus,2024-03-17,Riyadh,2024-03-17,0,1934.0,800.0,2734.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12380,2022,MAZDA,6 High Plus,2024-02-06,Riyadh,2024-03-17,0,7274.0,6400.0,13674.0,40,Class 1,Class 2,Class 3,Class 2,Class 2
12381,2020,HYUNDAI,ACCENT,2024-03-06,Riyadh,2024-03-17,0,3500.0,2500.0,6000.0,11,Class 1,Class 2,Class 2,Class 2,Class 2
12382,2024,HYUNDAI,AccentGLS,2024-02-20,Riyadh,2024-03-17,0,2023.0,2000.0,4023.0,26,Class 1,Class 2,Class 3,Class 2,Class 2
12383,2022,HONDA,ACCORD,2023-12-17,Riyadh,2024-03-17,0,2321.0,2800.0,5121.0,91,Class 1,Class 2,Class 3,Class 2,Class 2
12384,2023,HONDA,ACCORD,2024-03-16,Riyadh,2024-03-17,0,4011.0,2000.0,6011.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12385,2020,GEELY,BINRAY,2024-03-16,Riyadh,2024-03-17,0,10386.0,2000.0,12386.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12386,2023,TOYOTA,CAMRY,2023-07-02,Riyadh,2024-03-17,0,0.0,1878.0,1878.0,259,Class 1,Class 2,Class 3,Class 1,Class 2
12387,2023,TOYOTA,CAMRY,2024-02-21,Riyadh,2024-03-17,0,6219.0,2000.0,8219.0,25,Class 1,Class 2,Class 3,Class 2,Class 2
12388,2023,TOYOTA,CAMRY,2024-02-19,Riyadh,2024-03-17,830,2927.0,2383.0,6140.0,27,Class 2,Class 2,Class 3,Class 2,Class 2
12389,2016,DODGE,CHARGER,2022-01-17,Riyadh,2024-03-17,0,0.0,15193.0,15193.0,790,Class 1,Class 2,Class 3,Class 1,Class 2
12390,2021,MERCEDES,CLA 45 AMG,2024-03-16,Riyadh,2024-03-17,0,45628.0,22000.0,67628.0,1,Class 1,Class 2,Class 2,Class 3,Class 3
12391,2023,HYUNDAI,Creta,2024-03-16,Riyadh,2024-03-17,206,1152.0,1045.0,2403.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12392,2021,MAZDA,CX 30,2024-03-13,Riyadh,2024-03-17,0,5401.0,2500.0,7901.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
12393,2023,MAZDA,CX 30,2024-03-16,Riyadh,2024-03-17,0,865.0,1500.0,2365.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12394,2023,MAZDA,CX 5,2024-01-05,Riyadh,2024-03-17,0,3235.0,1800.0,5035.0,72,Class 1,Class 2,Class 3,Class 2,Class 2
12395,2024,MAZDA,CX 90,2024-03-16,Riyadh,2024-03-17,0,81.0,1200.0,1281.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12396,2023,ISUZU,D-MAX,2024-03-17,Riyadh,2024-03-17,0,5486.0,2000.0,7486.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12397,2023,SUZUKI,Dzire,2024-03-17,Riyadh,2024-03-17,0,7061.0,2100.0,9161.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12398,2023,SUZUKI,Dzire,2024-02-24,Riyadh,2024-03-17,0,0.0,2000.0,2000.0,22,Class 1,Class 2,Class 3,Class 1,Class 2
12399,2023,SUZUKI,Dzire,2024-03-16,Riyadh,2024-03-17,0,3756.0,3000.0,6756.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12400,2019,HYUNDAI,ELANTRA,2024-03-17,Riyadh,2024-03-17,0,4714.0,3000.0,7714.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12401,2021,HYUNDAI,ELANTRA,2024-03-17,Riyadh,2024-03-17,0,16655.0,3000.0,19655.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12402,2023,HYUNDAI,ELANTRA,2024-03-16,Riyadh,2024-03-17,521,2034.0,1584.0,4139.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
12403,2021,HYUNDAI,ELANTRA,2024-03-17,Riyadh,2024-03-17,0,4529.0,1500.0,6029.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12404,2021,TOYOTA,FORTUNER,2024-03-17,Riyadh,2024-03-17,0,2446.0,1800.0,4246.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12405,2024,GEELY,GT Emgrand,2024-01-24,Riyadh,2024-03-17,620,4403.0,5225.0,10248.0,53,Class 2,Class 2,Class 3,Class 2,Class 2
12406,2022,TOYOTA,HIACE,2024-03-17,Riyadh,2024-03-17,0,2670.0,8500.0,11170.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12407,2022,LEXUS,IS 250,2024-03-10,Riyadh,2024-03-17,0,0.0,15000.0,15000.0,7,Class 1,Class 2,Class 2,Class 1,Class 2
12408,2024,LAND ROVER,LAND ROVER,2024-03-16,Riyadh,2024-03-17,0,26268.0,27600.0,53868.0,1,Class 1,Class 3,Class 2,Class 3,Class 3
12409,2020,MITSUBISHI,Pajero,2024-03-17,Riyadh,2024-03-17,0,3060.0,2000.0,5060.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
12410,2024,KIA,PEGAS,2024-03-16,Riyadh,2024-03-17,0,5693.0,3500.0,9193.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
12411,2023,MITSUBISHI,PICKUP 1C,2024-02-14,Riyadh,2024-03-17,0,5517.0,2800.0,8317.0,32,Class 1,Class 2,Class 3,Class 2,Class 2
12412,2017,NISSAN,PICKUP 2C,2024-01-29,Riyadh,2024-03-17,0,5804.0,3000.0,8804.0,48,Class 1,Class 2,Class 3,Class 2,Class 2
12413,2022,DODGE,RAM 2C,2024-03-17,Riyadh,2024-03-17,100,6210.0,3000.0,9310.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
